ID	CITY	COUN	SUBJ	SEX	AGE	RELI	PRAC	FOCC	MOCC	FIEL	EMOT	WHEN	LONG	INTS	ERGO	TROPHO	TEMPER	EXPRES	MOVE	EXP1	EXP2	EXP10	PARAL	CON	EXPC	PLEA	PLAN	FAIR	CAUS	COPING	MORL	SELF	RELA	VERBAL	NEUTRO	MYKEY	Field3	Field2	Field1	SIT	STATE
41016	1	4	16	2	25	1	2	7	7	2	3	1	3	3	1	1	0	0	-1	0	0	0	0	1	2	2	3	1	1	1	0	1	2	0	1	0410163	3	3	anger	"When I realized that I was far behind the others in the language á
course and I could no longer catch up with the others."	1
331026	1	33	26	1	25	2	0	4	0	7	3	1	1	4	2	0	2	2	1	0	0	1	1	1	1	3	3	3	2	5	2	3	1	3	0	3310263	1	4	anger	"I gave tutorial to a student and I found that he was lazy, he did á
not pay attention to what I taught.  He did some easy questions á
wrong deliberately."	1
331015	1	33	15	2	21	2	1	0	6	8	3	1	2	2	0	1	0	1	0	0	1	1	1	2	1	3	2	2	2	3	2	2	1	3	2	3310153	2	2	anger	"Before the department meeting my friend ate a dish that I had á
prepared for this meeting."	1
11055	1	1	55	2	32	1	2	7	1	1	3	1	1	2	2	0	0	1	0	0	0	0	1	2	1	3	3	2	3	5	1	2	2	1	0	0110553	1	2	anger	"At a cash desk where I had gone to buy 16 rolls of kitchen paper á
at a reduced price.  After queuing with screaming children; it á
turned out that I had taken two 8 roll packets instead of the one á
16 roll packet to which the rebate applied.  The assistant said á
""You will have to get it another time."""	1
11039	1	1	39	2	35	0	0	8	4	1	3	3	2	3	3	2	0	2	0	0	1	0	2	1	3	3	3	1	2	2	2	1	1	3	3	0110393	2	3	anger	When my mother interfered in my life.	1
301038	1	30	38	1	21	8	0	7	5	8	3	1	1	2	0	1	0	1	0	0	0	0	0	2	2	2	2	2	2	5	1	2	2	2	1	3010383	1	2	anger	"I wanted to borrow lecture notes from a friend and he did not á
lend me them."	1
331034	1	33	34	2	25	2	0	0	0	1	3	4	3	4	3	1	0	3	0	0	1	1	0	2	0	3	3	2	0	1	0	1	1	1	2	3310343	3	4	anger	"During a football match, the other team was rude and they hurt my á
team members and me.  The coach was prejudiced against us and á
punished us unreasonably.  Later we fought with each other and á
the match had to be cut short."	1
11054	1	1	54	2	34	1	2	7	1	1	3	3	3	2	2	0	0	1	0	0	0	0	1	2	2	2	2	3	2	4	2	2	1	1	0	0110543	3	2	anger	Exchange of points of view with my sister on a family matter.	1
11051	1	1	51	2	22	1	2	8	8	1	3	2	3	2	0	0	2	1	-1	0	0	0	0	2	3	2	3	1	2	1	1	0	1	2	0	0110513	3	2	anger	"When I was forced to call the telephone company about a bill á
concerning a disconnected phone belonging to my landlord.  The á
bill was four months overdue and in the meanwhile he had been á
using my phone, he seemed to have no intention of having his own á
phone reconnected."	1
41009	1	4	9	1	25	1	2	5	6	3	3	4	4	4	4	0	0	2	0	0	0	1	1	1	1	3	3	3	3	4	3	3	1	0	0	0410093	4	4	anger	"While in the army, I was treated unfairly by my superiors.  I was á
held responsible for a deed of which I was innocent."	1
331020	1	33	20	2	20	2	2	7	6	5	3	3	3	4	0	0	0	1	0	0	1	1	0	3	1	3	3	3	2	1	2	1	2	0	1	3310203	3	4	anger	[ No response.]	1
11048	1	1	48	2	32	1	2	5	1	1	3	1	3	3	3	2	-1	3	0	0	1	1	2	2	1	3	3	3	0	0	2	1	1	3	3	0110483	3	3	anger	"In a course I thought that I deserved good marks but I only got á
ordinary marks with no justification as to why I was given these á
marks."	1
301042	1	30	42	1	22	8	0	7	6	8	3	1	2	2	2	0	2	2	1	0	0	1	0	1	1	3	1	1	1	5	1	3	3	3	0	3010423	2	2	anger	Had an argument with my classmate for borrowed books.	1
41010	1	4	10	1	26	2	1	2	7	1	3	1	2	2	0	0	2	0	0	0	0	0	1	1	3	3	0	2	3	5	1	3	2	0	0	0410103	2	2	anger	When stupid people push me during rush time in the city.	1
331019	1	33	19	2	18	8	2	6	7	8	3	1	3	2	3	0	0	2	-1	0	1	0	0	2	1	3	2	3	2	2	1	1	1	0	1	3310193	3	2	anger	"My cassmate laughed at me when I was being scolded by the á
teacher."	1
301043	1	30	43	1	22	8	0	5	4	2	3	1	1	2	1	0	0	0	1	0	0	0	0	1	1	3	3	2	3	5	2	3	1	0	0	3010433	1	2	anger	"Being refused to attend the neuropsychology lecture in the á
medical university."	1
11047	1	1	47	1	26	1	2	7	6	2	3	4	1	4	2	0	2	1	-1	0	0	1	2	1	1	3	2	1	0	5	2	0	2	0	0	0110473	1	4	anger	"On the way home from Marstrand I was driving behind my father's á
car.  Another car tried to push in front of my father and he was á
forced to swerve and he thus collided the car with a pillar.  The á
other car drove off without even seeing what had happened."	1
11050	1	1	50	1	30	1	2	4	1	1	3	2	1	3	1	0	0	3	1	0	0	0	0	1	2	3	2	2	0	5	2	2	2	3	0	0110503	1	3	anger	"When after a lot of provocation my child threw a plate on the á
floor."	1
41008	1	4	8	1	22	1	2	7	6	7	3	3	4	3	3	0	0	2	0	0	0	1	1	3	2	3	3	2	1	4	1	1	3	3	0	0410083	4	3	anger	When a girl left me.	1
301040	1	30	40	1	22	8	0	7	7	8	3	1	1	3	2	0	2	1	1	0	0	0	0	1	1	3	2	2	2	4	2	2	2	2	0	3010403	1	3	anger	"Told by some people the class leader only choose his friends (not á
true)."	1
331021	1	33	21	2	19	2	1	9	7	8	3	4	3	3	1	0	2	1	0	0	0	0	0	2	1	3	3	3	1	5	1	1	1	0	0	3310213	3	3	anger	"When I was studying in the library - preparing for a test, two á
people sitting next to me talked to each other for 20 minutes.  á
There were no other seats so I could not go elsewhere and I did   á
not want to interrupt them, so I could only be angry in my heart."	1
11044	1	1	44	1	24	0	2	5	6	2	3	2	4	4	1	0	-1	2	0	0	0	0	2	1	2	3	0	1	3	1	3	0	0	3	0	0110443	4	4	anger	"When I read about Reagan's tactical decision concerning the á
South African boycott."	1
11046	1	1	46	2	24	1	2	7	7	2	3	2	1	4	2	1	2	2	0	0	0	0	2	1	1	3	0	0	2	5	1	3	1	1	1	0110463	1	4	anger	"Recently when my sister, who is four years younger than me and á
very spoiled, shouted at my mother for no apparent reason .  The á
heart-broken expression on my mother's face made me feel very á
angry."	1
301041	1	30	41	1	22	8	0	7	7	1	3	3	3	2	1	0	2	2	0	0	0	0	1	2	2	3	2	2	2	5	3	2	1	3	0	3010413	3	2	anger	Failed to be elected to be a class leader.	1
11045	1	1	45	2	26	0	2	8	4	1	3	3	2	4	3	0	0	1	0	0	0	0	1	2	1	3	3	0	3	4	1	2	1	3	0	0110453	2	4	anger	"Some noisy guests arrived at the hotel.  I had been slightly á
irritated earlier.  At night when I was trying to sleep they were á
having a party so I went and yelled at them.  I wanted to sleep á
as I had to get up early the next day."	1
41012	1	4	12	1	20	1	2	7	6	1	3	3	1	3	3	0	0	2	0	0	0	1	1	1	2	3	3	2	1	5	2	1	1	3	0	0410123	1	3	anger	"I had an implicit agreement with my sister about meeting her, á
however she had not understood the situation the same way so she á
did not turn up."	1
41007	1	4	7	1	24	8	2	9	6	2	3	2	2	3	3	0	2	0	0	0	0	1	1	1	2	2	3	0	0	0	0	0	0	2	0	0410073	2	3	anger	"My fiancee and I were at my parent's place watching TV. There á
were  only two TV-chairs and we were sitting on them when my á
drunken brother came in and rudely chased my fiancee off the á
chair she was sitting on."	1
331022	1	33	22	2	21	2	2	5	1	2	3	2	2	2	2	0	0	1	-1	0	1	0	0	1	1	3	3	3	4	3	2	1	2	3	1	3310223	2	2	anger	"One night I could not practise my violin as my family was á
watching T.V with the lights off, so I wanted to listen to some á
tapes.  It was dark so I asked my brother to bring me a torch, á
however he scolded me.  I was so angry that I slammed my violin á
on the floor."	1
331017	1	33	17	2	18	2	2	7	6	2	3	3	2	2	3	0	2	1	0	0	0	1	1	1	1	3	1	3	2	1	2	3	1	3	0	3310173	2	2	anger	"Mr C took my drawing pens, without having asked for my permission á
first, and lost them.  He did not tell me about it till I asked á
him and then did not try to find them."	1
11052	1	1	52	1	35	1	2	4	4	1	3	2	3	2	1	0	0	1	-1	0	0	0	0	2	1	3	3	3	1	5	0	1	0	1	0	0110523	3	2	anger	[ After an examine I had been satisfied with.]	1
301044	1	30	44	1	21	8	0	6	7	8	3	2	1	2	2	0	0	1	0	0	0	0	0	1	1	3	3	2	2	5	2	2	1	1	0	3010443	1	2	anger	Someone told me we are not as good as the All English Class.	1
331027	1	33	27	1	21	8	2	7	4	8	3	3	1	2	0	1	0	1	0	0	0	0	0	1	1	3	2	3	2	3	0	0	1	2	1	3310273	1	2	anger	"My classmate used her personal relations to get a seat for a á
subject that I wanted also.  I had taken the pains to help him á
apply and I did not get selected.  I did not like this as he had á
not told me the facts earlier, he need not have lied to me."	1
41011	1	4	11	1	20	8	2	6	6	1	3	2	1	1	1	0	0	3	0	0	0	0	2	2	2	0	2	2	1	5	1	2	2	3	0	0410113	1	1	anger	[ An unfair punishment.]	1
41026	1	4	26	2	22	1	1	8	8	2	3	4	3	4	1	0	0	2	0	0	1	0	2	2	1	3	3	2	1	1	3	1	1	3	1	0410263	3	4	anger	"A relative of mine had come to see my husband to talk to him á
about a problem concerning his sister and me.  I was angry á
because this relative of mine did not dare to speak to me and á
instead spoke to my husband.  I got to know about it later the á
same day."	1
11033	1	1	33	2	27	1	2	5	6	1	3	4	4	4	4	1	2	5	1	0	1	1	2	1	1	3	3	1	2	1	1	1	1	3	2	0110333	4	4	anger	"When I found out that the guy I was dating at a particular time á
had a steady relationship going on with someone else for a long á
time."	1
331012	1	33	12	2	20	2	1	0	7	2	3	1	3	3	0	1	2	2	0	0	1	0	1	2	1	3	3	3	4	3	1	0	3	1	2	3310123	3	3	anger	[ No response.]	1
11061	1	1	61	2	22	1	2	7	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0110613	0	0	anger	[ No response.]	1
21033	1	2	33	1	23	1	2	8	6	9	3	1	3	4	0	0	0	1	0	0	0	1	2	1	3	2	3	3	3	1	3	2	1	3	0	0210333	3	4	anger	Having gone to school without learning anything, as usual.	1
41025	1	4	25	2	23	1	2	5	6	2	3	1	3	2	1	0	2	1	0	0	0	0	1	2	1	3	2	3	3	5	2	2	1	3	0	0410253	3	2	anger	"My superior blamed me for some neglects at work in front of á
others.  In fact, the task in question was not supposed to be á
done by me."	1
11032	1	1	32	2	25	1	1	6	1	1	3	1	2	2	0	0	-1	0	0	0	0	0	0	1	2	3	3	3	3	1	2	0	1	1	0	0110323	2	2	anger	"The sports fishermen who catch gulls instead of fish with their hooks. á
  It is often a mistake but it makes me angry."	1
331032	1	33	32	2	22	8	2	8	8	1	3	4	4	3	2	0	0	1	0	0	0	0	1	1	1	3	3	3	3	3	3	2	1	0	0	3310323	4	3	anger	"I worked with several classmates on a project.  I was very á
anxious about the project while my partners showed no concern  á
and when we had meetings on the project my classmates  did not á
pay any attention.  Some of them read books while the others á
argued on irrelevant questions.  The meeting would go on for two á
hours without the main theme being discussed.  We wasted time and á
could not reach a compromise.  My classmates avoided doing the á
work and the responsibilities, they seemed to value other á
projects more than this one."	1
301048	1	30	48	2	21	8	0	6	7	8	3	1	4	3	2	0	0	0	1	0	0	0	1	1	1	2	2	2	2	4	1	1	2	0	0	3010483	4	3	anger	Being insulted by my roommate (she is in the English Class).	1
302075	1	30	75	2	18	8	0	7	7	3	3	1	2	2	0	0	0	1	0	0	0	0	0	1	1	3	2	3	2	5	1	1	1	2	0	3010753	2	2	anger	Finding out that I was deceived by a friend.	1
41002	1	4	2	1	25	1	1	7	7	2	3	3	2	1	1	0	2	4	0	1	0	1	2	2	2	3	1	1	0	4	2	3	3	3	0	0410023	2	1	anger	"I had a discussion with my mother concerning my sister's divorce, á
we disagreed strongly."	1
331011	1	33	11	2	20	2	2	4	1	8	3	3	3	3	1	1	0	1	-1	0	1	1	1	1	1	0	2	2	2	1	3	1	0	0	2	3310113	3	3	anger	"I had a date with a friend to see a movie and my friend was late. á
 I waited for a long hour and was very angry."	1
41024	1	4	24	2	27	8	2	7	6	2	3	3	3	4	1	0	2	2	1	0	0	0	1	1	1	3	2	3	2	5	3	2	1	3	0	0410243	3	4	anger	"A person close to me mistook my good intentions for bad, and á
therefore associated unpleasant traits to me."	1
11031	1	1	31	2	20	1	1	8	8	1	3	3	4	3	1	1	-1	1	0	0	0	0	1	2	1	3	2	1	3	5	0	3	3	1	1	0110313	4	3	anger	"My employer took too many aspirins for a bad back and also drank á
an enormous amount of spirit.  This was dangerous  and he did á
not understand that he had done anything wrong."	1
21032	1	2	32	1	22	0	2	5	1	9	3	1	1	3	3	0	0	1	0	0	0	0	1	1	1	3	0	3	3	5	2	0	1	1	0	0210323	1	3	anger	"In traffic I often get relatively angry with other drivers. á
Several transgressions make me mad, especially not yielding to á
priority traffic (e.g. coming from the right)."	1
11030	1	1	30	2	25	8	2	7	1	1	3	3	4	4	0	0	0	2	0	0	1	1	1	2	2	3	1	3	2	5	1	1	1	0	1	0110303	4	4	anger	"When close relatives tried to dissuade me from studying á
Psychology because of its low status."	1
41028	1	4	28	2	24	1	2	8	6	9	3	2	2	4	2	0	0	2	0	0	0	1	2	1	2	3	3	2	2	5	2	1	1	0	0	0410283	2	4	anger	"I am a school teacher.  One of the classes does not obey me at all, á
keeps on talking, does no work.  One afternoon, everything went á
wrong, and I got exceedingly angry."	1
331033	1	33	33	2	22	2	2	7	1	1	3	3	4	4	1	0	2	0	0	0	0	1	1	1	1	3	3	3	3	5	3	0	1	0	0	3310333	4	4	anger	"My girlfriend disliked it when I played majong (a game of gambling).  á
I expressed my regrets and when I went to see her she neglected my á
existance.  I was very angry and left in displeasure."	1
11074	1	1	74	2	23	1	2	7	6	2	3	1	3	3	3	1	0	2	-1	0	1	0	1	1	1	3	3	2	2	1	2	1	2	0	2	0110743	3	3	anger	"When I argue with my boyfriend, I feel as though he feels á
superior to me."	1
302074	1	30	74	1	23	8	0	4	4	8	3	3	1	2	0	0	-1	1	0	0	0	0	1	1	1	3	3	2	3	5	1	2	2	0	0	3010743	1	2	anger	Being put down by the class leaders.	1
11029	1	1	29	2	32	1	2	4	4	1	3	3	1	3	3	0	2	0	0	0	0	0	0	3	2	3	2	3	2	3	1	1	1	0	0	0110293	1	3	anger	"A colleague asked me for some advice and as he did not have á
enough confidence in me he asked a third person."	1
301049	1	30	49	2	20	8	0	7	7	1	3	2	3	3	0	0	0	0	0	0	0	0	0	1	2	3	3	2	3	5	2	2	2	0	0	3010493	3	3	anger	Saw my unfair report.	1
41039	1	4	39	2	30	8	2	8	8	3	3	1	1	3	4	0	0	3	1	0	0	1	2	2	1	3	3	0	0	5	3	1	1	1	0	0410393	1	3	anger	"My life-partner, who was drinking more and more, spoke about á
kicking the cat.  He had never done anything of the kind, but I á
knew that he would do so one day, without thinking about it."	1
11062	1	1	62	1	30	1	2	0	0	2	3	3	1	3	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	4	0	0	0	0	0	0110623	1	3	anger	When the morning newspaper has not arrived.	1
11059	1	1	59	1	24	0	2	6	6	1	3	4	1	3	1	0	0	3	0	0	0	0	2	1	1	3	1	3	3	5	3	2	1	3	0	0110593	1	3	anger	"When I told off a computer teacher who did not want to teach me á
beacause of prejudice."	1
11038	1	1	38	2	21	8	0	7	7	1	3	3	3	3	3	1	0	0	0	0	0	0	2	1	3	2	0	2	2	5	2	0	1	0	1	0110383	3	3	anger	"When my boyfriend sat up half the night playing computer games á
with a friend."	1
301046	1	30	46	1	21	8	0	6	5	8	3	2	4	4	2	0	0	0	0	0	0	0	1	2	1	3	2	2	2	3	1	2	1	0	0	3010463	4	4	anger	"Being insulted in front of my parents, and they believed other á
people (those insulting me)."	1
331014	1	33	14	1	20	2	1	0	7	2	3	4	4	4	3	2	0	1	1	0	0	0	0	2	1	3	3	0	1	1	0	1	1	3	2	3310143	4	4	anger	"Before the certificate examination I was very poor in Biology á
(the worst result in my class).  Ever since F.5 it had been á
getting poorer and poorer.  I had tried my best and had spent á
most of my time studying this subject.  Finally my results were á
so bad that I thought that it was just not fair."	1
41018	1	4	18	1	23	8	2	4	6	9	3	1	1	1	0	0	0	1	0	1	0	0	0	2	0	3	2	0	3	4	0	2	0	0	0	0410183	1	1	anger	"When I did not find the rack used for beating up rugs, in the á
yard."	1
21036	1	2	36	1	27	8	0	5	8	9	3	4	2	2	0	0	0	1	0	0	0	0	1	1	3	3	0	3	2	5	2	0	2	0	0	0210363	2	2	anger	"My father accused my brother of having bumped his car, and it was á
wrong."	1
11057	1	1	57	1	26	7	2	5	6	1	3	0	3	4	3	0	0	1	0	0	0	1	1	1	1	3	3	3	2	5	3	1	1	3	0	0110573	3	4	anger	"A drummer who had borrowed my drums destroyed both the drumskin á
and the sticks.  He did not repair them nor did he tell me about á
it."	1
301037	1	30	37	1	20	8	0	6	6	3	3	1	4	3	2	0	0	1	0	0	0	0	0	3	3	3	2	1	4	1	1	1	2	0	0	3010373	4	3	anger	Falling in love although she is my friend (angry with myself).	1
11037	1	1	37	2	21	1	1	7	6	1	3	4	1	4	1	0	0	1	0	0	0	0	0	3	1	3	2	3	2	1	2	1	1	0	0	0110373	1	4	anger	"When we were in high school a few guys sometimes provoked a á
friend of mine.  They called her a pig and then grunted.  This á
irritated most of the girls.  Once, one of the girls got angry at á
my friend and said something nasty and this made me terribly á
angry."	1
331029	1	33	29	2	21	2	1	7	7	1	3	1	2	1	1	1	0	1	-1	0	0	0	0	1	1	3	3	3	3	0	1	2	2	1	1	3310293	2	1	anger	Something was stolen.	1
41022	1	4	22	1	21	1	1	7	7	9	3	3	2	1	3	0	0	1	0	0	0	0	0	1	2	3	2	2	2	5	2	2	2	2	0	0410223	2	1	anger	"I had an appointment downtown, and the person in question was á
half an hour late."	1
331031	1	33	31	2	23	2	1	7	7	1	3	1	2	2	3	0	0	2	-1	0	1	0	1	1	2	3	2	2	2	3	1	1	1	1	1	3310313	2	2	anger	Someone played a trick on me.	1
11036	1	1	36	1	21	1	1	4	4	1	3	2	2	3	3	1	0	3	1	0	0	0	1	1	2	3	1	0	2	5	1	1	1	3	1	0110363	2	3	anger	"When my parents drove me to a nearby place and went home á
immediately instead of waiting a few hours.  They could have á
easily waited."	1
302076	1	30	76	1	21	8	0	7	7	8	3	3	3	2	3	0	2	2	0	0	0	1	1	1	1	3	3	3	3	5	3	2	1	2	0	3010763	3	2	anger	Bought something bad from the shop and they refused to change it.	1
331013	1	33	13	2	19	2	2	8	7	2	3	1	1	1	2	0	2	1	-1	0	0	0	1	2	1	3	3	3	1	3	2	2	2	2	0	3310133	1	1	anger	[ No response.]	1
302077	1	30	77	1	23	8	0	5	4	2	3	4	4	3	0	0	0	1	0	0	0	0	0	1	1	3	0	3	3	5	3	2	2	2	0	3010773	4	3	anger	Saw some young people fighting for seats on a bus.	1
11035	1	1	35	1	32	1	2	8	6	1	3	4	4	3	0	0	0	0	0	0	0	0	0	3	2	3	3	2	2	2	2	1	1	0	0	0110353	4	3	anger	"When I was pointed out as a problem child in primary school and á
my mother took the teacher's point of view."	1
331030	1	33	30	1	24	2	2	8	6	1	3	4	4	4	3	1	0	1	-1	0	1	0	0	3	1	3	3	3	2	1	1	2	2	0	2	3310303	4	4	anger	"My intimate girlfriend told me that her father was opposed to our á
relationship  and had insulted my integrity."	1
301047	1	30	47	2	24	8	0	6	6	3	3	1	4	3	1	0	0	0	0	0	0	0	0	2	2	3	3	3	4	5	3	1	0	0	0	3010473	4	3	anger	"Some classmates said I did not do enough social work. Therefore I á
was not elected as a ""Tree Good"" student."	1
41023	1	4	23	2	26	1	2	7	1	3	3	3	3	4	2	0	2	0	-1	0	0	0	2	1	1	3	3	3	2	1	3	1	1	3	0	0410233	3	4	anger	"I was coming home in a taxi with a fellow worker of mine.  He was á
criticizing my earlier conduct towards him, which to my mind was á
unfounded.  When I reached home, I ran out of the taxi and á
slammed the door."	1
11060	1	1	60	2	22	1	2	8	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0110603	0	0	anger	[ No response.]	1
11034	1	1	34	2	31	1	1	7	6	1	3	2	3	4	1	1	0	1	1	0	0	1	0	1	2	3	2	3	3	1	3	1	1	3	1	0110343	3	4	anger	"When, after a week at school, a teacher sent a note home saying á
that my son was inattentive and unable to do his lessons."	1
21034	1	2	34	1	25	8	2	5	1	9	3	3	4	3	2	0	0	0	0	0	0	0	2	1	2	3	3	3	2	2	2	2	1	3	0	0210343	4	3	anger	Being slandered by friends.	1
21031	1	2	31	1	30	1	2	7	1	9	3	1	1	3	1	0	0	0	0	0	0	0	1	1	2	3	2	0	3	5	3	1	1	0	0	0210313	1	3	anger	"Physical violence. A friend wouldn't listen to me I repeatedly á
tried to warn him, to no avail. Result: eight people were ""pissed á
off""."	1
21035	1	2	35	1	23	1	2	6	6	9	3	4	4	3	1	0	0	2	0	0	0	1	2	2	1	3	3	2	0	3	0	1	1	0	0	0210353	4	3	anger	"Angry when our team (small boys) lost the county championship á
football final."	1
11006	1	1	6	1	23	1	2	0	0	2	3	4	3	3	0	0	0	0	0	0	0	0	1	1	1	3	2	1	2	5	0	0	1	0	0	0110063	3	3	anger	Friends who torture animals.	1
11016	1	1	16	2	33	1	2	4	4	2	3	4	4	4	1	0	0	1	0	0	0	0	0	3	1	3	3	3	2	3	3	1	1	0	0	0110163	4	4	anger	When friends try to put me down or hurt me.  	1
21017	1	2	17	2	22	8	2	7	6	9	3	2	4	4	0	0	0	0	-1	0	0	0	0	2	1	3	3	3	3	1	3	0	1	1	0	0210173	4	4	anger	"When students in our working group showed no responsibility or á
interest in our work."	1
21008	1	2	8	2	21	1	2	2	4	9	3	1	4	3	1	0	0	2	0	0	0	0	2	1	1	3	3	3	4	1	2	1	1	3	0	0210083	4	3	anger	When my car suddenly broke down !	1
301015	1	30	15	1	20	8	0	7	7	1	3	1	4	3	3	0	0	2	0	0	0	0	0	1	1	3	3	2	2	5	1	2	3	3	0	3010153	4	3	anger	Misunderstood deliberately by a close friend.	1
11015	1	1	15	1	26	0	2	7	6	2	3	3	3	3	0	0	2	0	0	0	0	0	0	0	0	1	1	1	2	2	0	3	2	1	0	0110153	3	3	anger	When someone stole my bike.	1
41052	1	4	52	2	27	1	2	8	8	1	3	1	3	2	1	2	0	1	-1	0	0	0	1	2	2	3	2	3	2	5	2	2	1	2	2	0410523	3	2	anger	"A ""higher status"" colleague of mine despised my attitude and á
organization of work."	1
11019	1	1	19	1	30	1	2	5	1	2	3	2	2	4	2	0	0	0	0	0	0	0	1	2	1	3	0	1	3	5	3	0	1	0	0	0110193	2	4	anger	"At a restaurant I observed how the gypsies tried to get money by á
cheating the foreigners i.e non Swedish speaking.  My anger had á
nothing to do with hatred against foreigners, but it was an á
expression of the anger I feel when I see people being used ."	1
302068	1	30	68	2	21	8	0	7	7	8	3	2	4	3	2	0	2	0	0	0	0	1	0	1	1	3	2	3	2	5	2	2	3	3	0	3010683	4	3	anger	Being insulted by my roommate.	1
331054	1	33	54	1	28	2	2	9	6	1	3	3	3	3	4	0	0	3	0	0	1	0	0	1	1	3	2	1	3	5	1	2	2	3	1	3310543	3	3	anger	"I came across a girl at the school bus-stop, I had seen her á
several friends as she was a friend's friend.  However my friend á
had never introduced me to her and when she got off the bus I á
smiled at her but she did not respond pretending not to have seen á
me.  Her arrogant behaviour made me sick and angry."	1
331052	1	33	52	2	28	2	2	4	0	1	3	4	2	3	0	0	0	0	0	0	0	0	0	3	1	3	2	2	4	4	0	2	2	0	0	3310523	2	3	anger	"We had fixed time for practice as we had to participate in the á
inter-department song contest.  I arrived and found that there á
was nobody there.  When I went to the canteen I found them eating á
lunch.  I was so angry that I aired my greviances to one of them á
and then left."	1
21002	1	2	2	1	25	1	2	6	4	9	3	4	1	4	0	0	0	2	0	0	0	0	0	1	3	3	0	0	0	0	1	2	2	1	0	0210023	1	4	anger	"When I tried to put up a tent some years ago, I was teased and á
hindered by my cousin."	1
41060	1	4	60	2	22	1	2	7	7	1	3	3	3	4	4	1	2	3	0	0	1	0	1	1	1	3	2	3	2	4	2	2	1	3	2	0410603	3	4	anger	"When my sister took my things without having asked for my permission á
first."	1
302058	1	30	58	1	20	8	0	6	6	8	3	2	2	3	1	0	2	1	0	0	0	0	2	1	1	2	3	0	0	5	3	2	2	3	0	3010583	2	3	anger	Being told that I am a stupid person.	1
331059	1	33	59	2	25	2	2	7	1	1	3	0	2	3	1	0	0	1	0	0	0	0	0	2	1	3	3	3	2	2	2	1	3	0	0	3310593	2	3	anger	"When I saw that my bed at the hostel was a mess I guessed that á
someone else had used my daily necessities.  I felt that my  personal á
sanity had been affected."	1
41053	1	4	53	2	20	1	2	0	4	1	3	2	3	3	0	1	0	0	0	0	0	1	1	2	1	3	3	2	2	4	1	2	3	3	1	0410533	3	3	anger	They had returned much less of my taxes than I had expected.	1
11082	1	1	82	2	22	1	1	6	7	1	3	4	2	4	3	0	0	2	1	0	0	1	1	1	0	3	0	3	0	0	0	0	0	3	0	0110823	2	4	anger	Quarrelled with my younger brother.	1
41063	1	4	63	2	20	1	2	7	7	1	3	4	2	4	4	0	2	3	0	0	0	0	0	3	1	3	2	3	2	5	3	2	3	0	0	0410633	2	4	anger	"My brother told me that a person (whom I know) had insulted him.  á
I am very fond of my brother, and as he himself can not get angry á
or hurt, my protectiveness was aroused and I got angry."	1
21018	1	2	18	2	20	1	2	6	6	9	3	4	2	4	1	0	0	3	-1	0	0	0	0	1	1	3	3	3	2	1	3	2	0	0	0	0210183	2	4	anger	"My nephew is a deaf and also ""hyperactive"" boy. I had been á
responsible for looking after him for a full day, and was very á
tired. Then he suddenly grabbed a knife and stabbed me in the á
leg. I got so angry that I didn't feel any pain."	1
302057	1	30	57	2	19	8	0	7	7	3	3	2	4	3	2	0	0	2	0	0	0	0	2	1	1	2	3	2	3	5	1	2	1	1	0	3010573	4	3	anger	Being mistreated by other people.	1
331050	1	33	50	1	25	7	1	0	1	1	3	4	3	4	2	0	2	3	1	0	0	1	0	1	1	3	0	3	2	1	2	0	1	2	0	3310503	3	4	anger	"Last week I had planned to play tennis and had booked a tennis á
court.   However when I arrived at the university gym the clerk á
told me that the court was being used for lessons."	1
41050	1	4	50	2	26	1	2	5	5	9	3	3	4	4	1	0	0	1	0	0	0	0	1	1	2	3	3	3	2	5	3	3	1	0	0	0410503	4	4	anger	"During the Summer, at my workplace, a person kept interfering á
with my tasks and making unfounded remarks.  I felt hatred for á
him but it stopped when I realized that he just longed for attention."	1
11080	1	1	80	2	24	0	2	7	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0110803	0	0	anger	[ No response.]	1
301016	1	30	16	1	21	8	0	7	6	1	3	2	1	4	3	0	0	3	1	0	0	1	0	1	1	3	2	3	2	5	1	2	2	2	0	3010163	1	4	anger	My roommate was rude to me.	1
302078	1	30	78	1	22	8	0	7	7	8	3	1	1	1	0	0	0	1	0	0	0	0	0	3	1	2	2	2	2	4	1	2	2	0	0	3010783	1	1	anger	People not resprcting my opinion.	1
11017	1	1	17	2	23	1	0	9	5	2	3	2	4	3	1	0	0	1	0	0	1	0	0	2	2	3	3	3	2	1	1	1	1	0	1	0110173	4	3	anger	When my boyfriend went away for a month long holiday without me.	1
11005	1	1	5	2	22	1	1	7	6	2	3	4	1	3	1	0	2	2	0	0	1	0	0	2	1	3	2	3	2	5	2	2	1	0	1	0110053	1	3	anger	When one is unjustly accused of something one has not done.	1
331060	1	33	60	2	20	7	1	5	7	1	3	3	3	2	0	1	0	1	0	0	1	0	0	1	1	3	3	3	0	3	3	3	2	2	2	3310603	3	2	anger	"The surname of my brother was different from ours.  He often á
grinned at home and provoked others for the pleasure of it.  This á
made me angry."	1
